#separator:tab
#html:true
#notetype:Basic
#deck:粤语学习
#columns:Front	Back	Tags
我在家。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>喺<rt>hai2</rt></ruby><ruby>屋<rt>uk1</rt></ruby><ruby>企<rt>kei2</rt></ruby><br><span style="color:#666">我喺屋企</span><br><br><b>语法：</b>喺＋地點<br><b>说明：</b>「喺」表示人在或物在某處。	粤语::句型 粤语::语法::句型005
我吃過／吃完飯了。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>咗<rt>zo2</rt></ruby><ruby>飯<rt>faan6</rt></ruby><br><span style="color:#666">我食咗飯</span><br><br><b>语法：</b>動詞＋咗<br><b>说明：</b>「咗」標記動作完成，不等同單純過去時。	粤语::句型 粤语::语法::句型006
他／她正在看書。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>睇<rt>tai2</rt></ruby><ruby>緊<rt>gan2</rt></ruby><ruby>書<rt>syu1</rt></ruby><br><span style="color:#666">佢睇緊書</span><br><br><b>语法：</b>動詞＋緊<br><b>说明：</b>表示動作正在進行。	粤语::句型 粤语::语法::句型007
我去過香港。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>去<rt>heoi3</rt></ruby><ruby>過<rt>gwo3</rt></ruby><ruby>香<rt>hoeng1</rt></ruby><ruby>港<rt>gong2</rt></ruby><br><span style="color:#666">我去過香港</span><br><br><b>语法：</b>動詞＋過<br><b>说明：</b>表示曾經有過某種經歷。	粤语::句型 粤语::语法::句型008
我還沒吃飯。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>仲<rt>zung6</rt></ruby><ruby>未<rt>mei6</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>飯<rt>faan6</rt></ruby><br><span style="color:#666">我仲未食飯</span><br><br><b>语法：</b>未＋動詞<br><b>说明：</b>表示尚未發生。	粤语::句型 粤语::语法::句型009
我不想去。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">我唔想去</span><br><br><b>语法：</b>唔＋動詞／形容詞<br><b>说明：</b>一般否定放在動詞或形容詞前。	粤语::句型 粤语::语法::句型010
你不要走。	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>走<rt>zau2</rt></ruby><br><span style="color:#666">你唔好走</span><br><br><b>语法：</b>唔好＋動詞<br><b>说明：</b>表示勸阻或禁止，相當於「不要」。	粤语::句型 粤语::语法::句型011
你去不去？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>去<rt>heoi3</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">你去唔去</span><br><br><b>语法：</b>A 唔 A？<br><b>说明：</b>正反問句，可套用動詞或形容詞。	粤语::句型 粤语::语法::句型012
你是不是香港人？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>係<rt>hai6</rt></ruby><ruby>咪<rt>mai6</rt></ruby><ruby>香<rt>hoeng1</rt></ruby><ruby>港<rt>gong2</rt></ruby><ruby>人<rt>jan4</rt></ruby><br><span style="color:#666">你係咪香港人</span><br><br><b>语法：</b>係咪＋陳述？<br><b>说明：</b>常用的是非問句，相當於「是不是」。	粤语::句型 粤语::语法::句型013
你有沒有時間？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>有<rt>jau5</rt></ruby><ruby>冇<rt>mou5</rt></ruby><ruby>時<rt>si4</rt></ruby><ruby>間<rt>gaan1</rt></ruby><br><span style="color:#666">你有冇時間</span><br><br><b>语法：</b>有冇＋名詞／動詞？<br><b>说明：</b>詢問「有沒有」或是否做過。	粤语::句型 粤语::语法::句型014
你想吃什麼？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>咩<rt>me1</rt></ruby><br><span style="color:#666">你想食咩</span><br><br><b>语法：</b>疑問詞原位<br><b>说明：</b>咩、邊個、邊度、幾時等通常留在答案所在位置。	粤语::句型 粤语::语法::句型015
這是我的書。	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>個<rt>go3</rt></ruby><ruby>係<rt>hai6</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>嘅<rt>ge3</rt></ruby><ruby>書<rt>syu1</rt></ruby><br><span style="color:#666">呢個係我嘅書</span><br><br><b>语法：</b>名詞＋嘅＋名詞<br><b>说明：</b>「嘅」表示領屬或修飾，相當於「的」。	粤语::句型 粤语::语法::句型016
那個人是誰？	<b>粤语：</b><ruby>嗰<rt>go2</rt></ruby><ruby>個<rt>go3</rt></ruby><ruby>人<rt>jan4</rt></ruby><ruby>係<rt>hai6</rt></ruby><ruby>邊<rt>bin1</rt></ruby><ruby>個<rt>go3</rt></ruby><br><span style="color:#666">嗰個人係邊個</span><br><br><b>语法：</b>指示詞＋量詞＋名詞<br><b>说明：</b>常用「呢／嗰＋量詞＋名詞」。	粤语::句型 粤语::语法::句型017
我買了兩本書。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>買<rt>maai5</rt></ruby><ruby>咗<rt>zo2</rt></ruby><ruby>兩<rt>loeng5</rt></ruby><ruby>本<rt>bun2</rt></ruby><ruby>書<rt>syu1</rt></ruby><br><span style="color:#666">我買咗兩本書</span><br><br><b>语法：</b>數詞＋量詞＋名詞<br><b>说明：</b>名詞前通常需要合適量詞。	粤语::句型 粤语::语法::句型018
今天很熱。	<b>粤语：</b><ruby>今<rt>gam1</rt></ruby><ruby>日<rt>jat6</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>熱<rt>jit6</rt></ruby><br><span style="color:#666">今日好熱</span><br><br><b>语法：</b>形容詞直接作謂語<br><b>说明：</b>形容詞前不必加「係」，常加「好」。	粤语::句型 粤语::语法::句型019
他／她比我高。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>高<rt>gou1</rt></ruby><ruby>過<rt>gwo3</rt></ruby><ruby>我<rt>ngo5</rt></ruby><br><span style="color:#666">佢高過我</span><br><br><b>语法：</b>A＋形容詞＋過＋B<br><b>说明：</b>粵語常用「過」構成比較句。	粤语::句型 粤语::语法::句型020
你說慢一點。	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>講<rt>gong2</rt></ruby><ruby>慢<rt>maan6</rt></ruby><ruby>啲<rt>di1</rt></ruby><br><span style="color:#666">你講慢啲</span><br><br><b>语法：</b>動詞＋啲<br><b>说明：</b>表示程度增加或「一點兒」。	粤语::句型 粤语::语法::句型021
你先吃吧。	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>先<rt>sin1</rt></ruby><ruby>啦<rt>laa1</rt></ruby><br><span style="color:#666">你食先啦</span><br><br><b>语法：</b>先＋動詞／動詞＋先<br><b>说明：</b>「先」可表示先做，口語中常放動詞後。	粤语::句型 粤语::语法::句型022
他／她一邊吃一邊說。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>邊<rt>bin1</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>邊<rt>bin1</rt></ruby><ruby>講<rt>gong2</rt></ruby><br><span style="color:#666">佢一邊食一邊講</span><br><br><b>语法：</b>一邊……一邊……<br><b>说明：</b>兩個動作同時進行。	粤语::句型 粤语::语法::句型023
因為下雨，所以我不去。	<b>粤语：</b><ruby>因<rt>jan1</rt></ruby><ruby>為<rt>wai6</rt></ruby><ruby>落<rt>lok6</rt></ruby><ruby>雨<rt>jyu5</rt></ruby><ruby>所<rt>so2</rt></ruby><ruby>以<rt>ji5</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">因為落雨所以我唔去</span><br><br><b>语法：</b>因為……所以……<br><b>说明：</b>表示原因和結果，口語可只保留一邊。	粤语::句型 粤语::语法::句型024
如果你去，我就去。	<b>粤语：</b><ruby>如<rt>jyu4</rt></ruby><ruby>果<rt>gwo2</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>去<rt>heoi3</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">如果你去我就去</span><br><br><b>语法：</b>如果……就……<br><b>说明：</b>表示條件與結果。	粤语::句型 粤语::语法::句型025
雖然很累，但是我還要做。	<b>粤语：</b><ruby>雖<rt>seoi1</rt></ruby><ruby>然<rt>jin4</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>攰<rt>gui6</rt></ruby><ruby>但<rt>daan6</rt></ruby><ruby>係<rt>hai6</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>仲<rt>zung6</rt></ruby><ruby>要<rt>jiu3</rt></ruby><ruby>做<rt>zou6</rt></ruby><br><span style="color:#666">雖然好攰但係我仲要做</span><br><br><b>语法：</b>雖然……但係……<br><b>说明：</b>表示讓步轉折。	粤语::句型 粤语::语法::句型026
我被他／她罵了。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>畀<rt>bei2</rt></ruby><ruby>佢<rt>keoi5</rt></ruby><ruby>鬧<rt>naau6</rt></ruby><br><span style="color:#666">我畀佢鬧</span><br><br><b>语法：</b>畀＋人＋動詞<br><b>说明：</b>「畀」可引出被動施事者。	粤语::句型 粤语::语法::句型027
他／她把蛋糕全吃完了。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>晒<rt>saai3</rt></ruby><ruby>啲<rt>di1</rt></ruby><ruby>蛋<rt>daan6</rt></ruby><ruby>糕<rt>gou1</rt></ruby><br><span style="color:#666">佢食晒啲蛋糕</span><br><br><b>语法：</b>動詞＋晒<br><b>说明：</b>表示全部完成或達到極限。	粤语::句型 粤语::语法::句型028
你拿着這個袋子。	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>拎<rt>ling1</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>個<rt>go3</rt></ruby><ruby>袋<rt>doi2</rt></ruby><br><span style="color:#666">你拎住呢個袋</span><br><br><b>语法：</b>動詞＋住<br><b>说明：</b>表示狀態持續、動作保持。	粤语::句型 粤语::语法::句型029
讓我先看一下。	<b>粤语：</b><ruby>等<rt>dang2</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>睇<rt>tai2</rt></ruby><ruby>下<rt>haa5</rt></ruby><ruby>先<rt>sin1</rt></ruby><br><span style="color:#666">等我睇下先</span><br><br><b>语法：</b>動詞＋下<br><b>说明：</b>使語氣較輕，表示試做或短暫做。	粤语::句型 粤语::语法::句型030
我只是想問一下。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>淨<rt>zing6</rt></ruby><ruby>係<rt>hai6</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>問<rt>man6</rt></ruby><ruby>下<rt>haa5</rt></ruby><br><span style="color:#666">我淨係想問下</span><br><br><b>语法：</b>淨係＋成分<br><b>说明：</b>表示「只是／只有」。	粤语::句型 粤语::语法::句型031
我去市場買東西。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>去<rt>heoi3</rt></ruby><ruby>街<rt>gaai1</rt></ruby><ruby>市<rt>si5</rt></ruby><ruby>買<rt>maai5</rt></ruby><ruby>嘢<rt>je5</rt></ruby><br><span style="color:#666">我去街市買嘢</span><br><br><b>语法：</b>連動：去＋地點＋動詞<br><b>说明：</b>多個動詞按事件順序排列。	粤语::句型 粤语::语法::句型032
我們走吧。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>哋<rt>dei6</rt></ruby><ruby>走<rt>zau2</rt></ruby><ruby>啦<rt>laa1</rt></ruby><br><span style="color:#666">我哋走啦</span><br><br><b>语法：</b>句末助詞：啦<br><b>说明：</b>表示建議、催促、變化或語氣調節。	粤语::句型 粤语::语法::句型033
這家店挺不錯呢。	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>間<rt>gaan1</rt></ruby><ruby>舖<rt>pou3</rt></ruby><ruby>幾<rt>gei2</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>喎<rt>wo3</rt></ruby><br><span style="color:#666">呢間舖幾好喎</span><br><br><b>语法：</b>句末助詞：喎<br><b>说明：</b>表示新信息、提醒或帶驚訝的陳述。	粤语::句型 粤语::语法::句型034
我只是說說而已。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>講<rt>gong2</rt></ruby><ruby>下<rt>haa5</rt></ruby><ruby>啫<rt>ze1</rt></ruby><br><span style="color:#666">我講下啫</span><br><br><b>语法：</b>句末助詞：啫／咋<br><b>说明：</b>「啫」有「只是」語氣；「咋」表示數量少或限於。	粤语::句型 粤语::语法::句型035
看上去他／她好像有心事。	<b>粤语：</b><ruby>睇<rt>tai2</rt></ruby><ruby>落<rt>lok6</rt></ruby><ruby>佢<rt>keoi5</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>似<rt>ci5</rt></ruby><ruby>有<rt>jau5</rt></ruby><ruby>心<rt>sam1</rt></ruby><ruby>事<rt>si6</rt></ruby><ruby>咁<rt>gam2</rt></ruby><ruby>喎<rt>wo3</rt></ruby><br><span style="color:#666">睇落佢好似有心事咁喎</span><br><br><b>语法：</b>睇落＋描述＋咁喎<br><b>说明：</b>对应图片第1项，表示“看上去好像……”。	粤语::句型 粤语::语法::句型036
谁知道我等了很久还是没有车。	<b>粤语：</b><ruby>点<rt>dim2</rt></ruby><ruby>知<rt>zi1</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>等<rt>dang2</rt></ruby><ruby>咗<rt>zo2</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>耐<rt>noi6</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>冇<rt>mou5</rt></ruby><ruby>车<rt>ce1</rt></ruby><br><span style="color:#666">点知我等咗好耐都冇车</span><br><br><b>语法：</b>点知＋意外结果<br><b>说明：</b>对应图片第2项，表示“谁知道／怎么知道”，常引出意外转折。	粤语::句型 粤语::语法::句型037
怕什么？我们有准备的嘛！	<b>粤语：</b><ruby>怕<rt>paa3</rt></ruby><ruby>咩<rt>me1</rt></ruby><ruby>啫<rt>ze1</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>哋<rt>dei6</rt></ruby><ruby>有<rt>jau5</rt></ruby><ruby>准<rt>zeon2</rt></ruby><ruby>备<rt>bei6</rt></ruby><ruby>咁<rt>gam2</rt></ruby><ruby>㗎<rt>gaa3</rt></ruby><br><span style="color:#666">怕咩啫我哋有准备咁㗎</span><br><br><b>语法：</b>怕咩啫？＋理由＋咁㗎<br><b>说明：</b>对应图片第3项，前句表示反问“怕什么”，句末㗎加强说明语气。	粤语::句型 粤语::语法::句型038
那我们吃完饭再走嘛。	<b>粤语：</b><ruby>咁<rt>gam2</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>哋<rt>dei6</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>完<rt>jyun4</rt></ruby><ruby>饭<rt>faan6</rt></ruby><ruby>先<rt>sin1</rt></ruby><ruby>走<rt>zau2</rt></ruby><ruby>吖<rt>aa1</rt></ruby><ruby>嘛<rt>maa3</rt></ruby><br><span style="color:#666">咁我哋食完饭先走吖嘛</span><br><br><b>语法：</b>咁＋小句＋吖嘛<br><b>说明：</b>对应图片第4项，表示“既然如此／那样的话，就……嘛”。	粤语::句型 粤语::语法::句型039
这首歌真的很好听啊！	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><ruby>真<rt>zan1</rt></ruby><ruby>系<rt>hai6</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>好<rt>hou2</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>啊<rt>aa3</rt></ruby><br><span style="color:#666">呢首歌真系好好听啊</span><br><br><b>语法：</b>主语＋真系（好）＋形容词＋啊<br><b>说明：</b>对应图片第5项，加强感叹，表示“真的很……”。	粤语::句型 粤语::语法::句型040
接着吃饭，然后去看电影。	<b>粤语：</b><ruby>跟<rt>gan1</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>饭<rt>faan6</rt></ruby><ruby>跟<rt>gan1</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>去<rt>heoi3</rt></ruby><ruby>睇<rt>tai2</rt></ruby><ruby>戏<rt>hei3</rt></ruby><br><span style="color:#666">跟住食饭跟住去睇戏</span><br><br><b>语法：</b>跟住＋动作，跟住＋动作<br><b>说明：</b>对应图片第6项，按时间顺序叙述“接着……然后……”。	粤语::句型 粤语::语法::句型041
你还没睡啊？	<b>粤语：</b><ruby>你<rt>nei5</rt></ruby><ruby>仲<rt>zung6</rt></ruby><ruby>未<rt>mei6</rt></ruby><ruby>瞓<rt>fan3</rt></ruby><ruby>啊<rt>aa3</rt></ruby><br><span style="color:#666">你仲未瞓啊</span><br><br><b>语法：</b>仲＋成分＋啊？<br><b>说明：</b>对应图片可见的下一项，表示惊讶、不满或追问“还……吗／啊？”	粤语::句型 粤语::语法::句型042
原来你早就知道。	<b>粤语：</b><ruby>原<rt>jyun4</rt></ruby><ruby>来<rt>loi4</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>早<rt>zou2</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>知<rt>zi1</rt></ruby><br><span style="color:#666">原来你一早就知</span><br><br><b>语法：</b>原来＋小句<br><b>说明：</b>表示后来才发现或明白。	粤语::句型 粤语::语法::句型043
其实我不想走。	<b>粤语：</b><ruby>其<rt>kei4</rt></ruby><ruby>实<rt>sat6</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>走<rt>zau2</rt></ruby><br><span style="color:#666">其实我唔想走</span><br><br><b>语法：</b>其实＋小句<br><b>说明：</b>补充真实情况，常用于转折或坦白。	粤语::句型 粤语::语法::句型044
我只是想陪着你。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>只<rt>zi2</rt></ruby><ruby>系<rt>hai6</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>陪<rt>pui4</rt></ruby><ruby>住<rt>zyu6</rt></ruby><ruby>你<rt>nei5</rt></ruby><br><span style="color:#666">我只系想陪住你</span><br><br><b>语法：</b>只系＋小句<br><b>说明：</b>表示“只是……”，语气比直接否定更缓和。	粤语::句型 粤语::语法::句型045
他／她连我的名字都不记得。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>连<rt>lin4</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>个<rt>go3</rt></ruby><ruby>名<rt>meng2</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>得<rt>dak1</rt></ruby><br><span style="color:#666">佢连我个名都唔记得</span><br><br><b>语法：</b>连＋名词＋都／都唔＋谓语<br><b>说明：</b>强调极端情况，相当于“连……都……”。	粤语::句型 粤语::语法::句型046
越想忘记，记得越清楚。	<b>粤语：</b><ruby>越<rt>jyut6</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>忘<rt>mong4</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>越<rt>jyut6</rt></ruby><ruby>记<rt>gei3</rt></ruby><ruby>得<rt>dak1</rt></ruby><ruby>清<rt>cing1</rt></ruby><ruby>楚<rt>co2</rt></ruby><br><span style="color:#666">越想忘记越记得清楚</span><br><br><b>语法：</b>越＋动词／形容词＋越＋动词／形容词<br><b>说明：</b>表示程度随之变化。	粤语::句型 粤语::语法::句型047
这首歌既温柔又伤感。	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><ruby>又<rt>jau6</rt></ruby><ruby>温<rt>wan1</rt></ruby><ruby>柔<rt>jau4</rt></ruby><ruby>又<rt>jau6</rt></ruby><ruby>伤<rt>soeng1</rt></ruby><ruby>感<rt>gam2</rt></ruby><br><span style="color:#666">呢首歌又温柔又伤感</span><br><br><b>语法：</b>又＋形容词＋又＋形容词<br><b>说明：</b>并列两种性质。	粤语::句型 粤语::语法::句型048
我一听就认出这首歌。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>认<rt>jing6</rt></ruby><ruby>得<rt>dak1</rt></ruby><ruby>呢<rt>ni1</rt></ruby><ruby>首<rt>sau2</rt></ruby><ruby>歌<rt>go1</rt></ruby><br><span style="color:#666">我一听就认得呢首歌</span><br><br><b>语法：</b>一＋动词＋就＋结果<br><b>说明：</b>表示动作一发生，结果马上出现。	粤语::句型 粤语::语法::句型049
我差点哭出来。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>差<rt>caa1</rt></ruby><ruby>啲<rt>di1</rt></ruby><ruby>喊<rt>haam3</rt></ruby><ruby>咗<rt>zo2</rt></ruby><ruby>出<rt>ceot1</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><br><span style="color:#666">我差啲喊咗出嚟</span><br><br><b>语法：</b>差啲＋动词<br><b>说明：</b>表示“差一点儿发生”。	粤语::句型 粤语::语法::句型050
这段旋律挺动听。	<b>粤语：</b><ruby>呢<rt>ni1</rt></ruby><ruby>段<rt>dyun6</rt></ruby><ruby>旋<rt>syun4</rt></ruby><ruby>律<rt>leot6</rt></ruby><ruby>几<rt>gei2</rt></ruby><ruby>动<rt>dung6</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>吓<rt>haa5</rt></ruby><br><span style="color:#666">呢段旋律几动听吓</span><br><br><b>语法：</b>几＋形容词＋吓<br><b>说明：</b>表示程度颇高，带口语评价。	粤语::句型 粤语::语法::句型051
他／她不但会唱，还会写歌。	<b>粤语：</b><ruby>佢<rt>keoi5</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>单<rt>daan1</rt></ruby><ruby>止<rt>zi2</rt></ruby><ruby>识<rt>sik1</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><ruby>仲<rt>zung6</rt></ruby><ruby>识<rt>sik1</rt></ruby><ruby>写<rt>se2</rt></ruby><ruby>歌<rt>go1</rt></ruby><br><span style="color:#666">佢唔单止识唱仲识写歌</span><br><br><b>语法：</b>唔单止＋A，仲＋B<br><b>说明：</b>表示“不但……而且……”。	粤语::句型 粤语::语法::句型052
除了粤语，他／她还会英语。	<b>粤语：</b><ruby>除<rt>ceoi4</rt></ruby><ruby>咗<rt>zo2</rt></ruby><ruby>粤<rt>jyut6</rt></ruby><ruby>语<rt>jyu5</rt></ruby><ruby>之<rt>zi1</rt></ruby><ruby>外<rt>ngoi6</rt></ruby><ruby>佢<rt>keoi5</rt></ruby><ruby>仲<rt>zung6</rt></ruby><ruby>识<rt>sik1</rt></ruby><ruby>英<rt>jing1</rt></ruby><ruby>文<rt>man4</rt></ruby><br><span style="color:#666">除咗粤语之外佢仲识英文</span><br><br><b>语法：</b>除咗＋A＋之外，仲＋B<br><b>说明：</b>表示“除了……之外，还有……”。	粤语::句型 粤语::语法::句型053
我宁愿等，也不想放弃。	<b>粤语：</b><ruby>我<rt>ngo5</rt></ruby><ruby>宁<rt>ning4</rt></ruby><ruby>愿<rt>jyun6</rt></ruby><ruby>等<rt>dang2</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>放<rt>fong3</rt></ruby><ruby>弃<rt>hei3</rt></ruby><br><span style="color:#666">我宁愿等都唔想放弃</span><br><br><b>语法：</b>宁愿＋A＋都唔＋B<br><b>说明：</b>表示两者取舍。	粤语::句型 粤语::语法::句型054
无论多远，我都会回来。	<b>粤语：</b><ruby>无<rt>mou4</rt></ruby><ruby>论<rt>leon6</rt></ruby><ruby>几<rt>gei2</rt></ruby><ruby>远<rt>jyun5</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>会<rt>wui5</rt></ruby><ruby>返<rt>faan1</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><br><span style="color:#666">无论几远我都会返嚟</span><br><br><b>语法：</b>无论＋条件＋都＋结果<br><b>说明：</b>表示结果不受条件影响。	粤语::句型 粤语::语法::句型055
即使下雨，我也会去。	<b>粤语：</b><ruby>即<rt>zik1</rt></ruby><ruby>使<rt>si2</rt></ruby><ruby>落<rt>lok6</rt></ruby><ruby>雨<rt>jyu5</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>都<rt>dou1</rt></ruby><ruby>会<rt>wui5</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">即使落雨我都会去</span><br><br><b>语法：</b>即使＋条件＋都＋结果<br><b>说明：</b>表示让步。	粤语::句型 粤语::语法::句型056
既然你来了，就留下吃饭。	<b>粤语：</b><ruby>既<rt>gei3</rt></ruby><ruby>然<rt>jin4</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>嚟<rt>lai4</rt></ruby><ruby>咗<rt>zo2</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>留<rt>lau4</rt></ruby><ruby>低<rt>dai1</rt></ruby><ruby>食<rt>sik6</rt></ruby><ruby>饭<rt>faan6</rt></ruby><br><span style="color:#666">既然你嚟咗就留低食饭</span><br><br><b>语法：</b>既然＋原因＋就＋结果<br><b>说明：</b>表示基于已知事实作决定。	粤语::句型 粤语::语法::句型057
如果你想听，我就唱。	<b>粤语：</b><ruby>如<rt>jyu4</rt></ruby><ruby>果<rt>gwo2</rt></ruby><ruby>你<rt>nei5</rt></ruby><ruby>想<rt>soeng2</rt></ruby><ruby>听<rt>teng1</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>就<rt>zau6</rt></ruby><ruby>唱<rt>coeng3</rt></ruby><br><span style="color:#666">如果你想听我就唱</span><br><br><b>语法：</b>要是／如果＋条件＋就＋结果<br><b>说明：</b>提出假设条件。	粤语::句型 粤语::语法::句型058
不如我们一起去。	<b>粤语：</b><ruby>不<rt>bat1</rt></ruby><ruby>如<rt>jyu4</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>哋<rt>dei6</rt></ruby><ruby>一<rt>jat1</rt></ruby><ruby>齐<rt>cai4</rt></ruby><ruby>去<rt>heoi3</rt></ruby><br><span style="color:#666">不如我哋一齐去</span><br><br><b>语法：</b>不如＋建议<br><b>说明：</b>提出较委婉的建议。	粤语::句型 粤语::语法::句型059
要不要我帮你？	<b>粤语：</b><ruby>使<rt>sai2</rt></ruby><ruby>唔<rt>m4</rt></ruby><ruby>使<rt>sai2</rt></ruby><ruby>我<rt>ngo5</rt></ruby><ruby>帮<rt>bong1</rt></ruby><ruby>你<rt>nei5</rt></ruby><br><span style="color:#666">使唔使我帮你</span><br><br><b>语法：</b>使唔使＋动词？<br><b>说明：</b>询问是否需要。	粤语::句型 粤语::语法::句型060
